EID,Title,URL
571365143,"Desiree Michaud (Queen of Clubs, Connecticut)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/df21677e-2ee2-43a4-ad76-1d8056ff1576/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=df21677e-2ee2-43a4-ad76-1d8056ff1576&feed=ZH32N6UM"
569486844,"Kyle Byrtus (8 of Hearts, Florida)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/0f6d2991-96c6-4efc-bda7-71d3d12c0fa4/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=0f6d2991-96c6-4efc-bda7-71d3d12c0fa4&feed=ZH32N6UM"
567395389,"Oakey "Al" Kite (9 of Hearts, Colorado) Part 2","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/a989cbee-939c-445d-bac5-0bb1fde16666/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=a989cbee-939c-445d-bac5-0bb1fde16666&feed=ZH32N6UM"
567394128,"Oakey "Al" Kite (9 of Hearts, Colorado) Part 1","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/458a0a14-6e56-4a36-a468-d25e690cb7d1/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=458a0a14-6e56-4a36-a468-d25e690cb7d1&feed=ZH32N6UM"
565498457,"Jennifer Wilson (9 of Diamonds, Kansas)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/5a8a511f-ac53-4765-a037-dbed3b28d074/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=5a8a511f-ac53-4765-a037-dbed3b28d074&feed=ZH32N6UM"
563711829,"Timothy Blair (5 of Clubs, Kentucky)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/bf1ec146-b53b-4fe8-8083-f977cefc2cf8/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=bf1ec146-b53b-4fe8-8083-f977cefc2cf8&feed=ZH32N6UM"
561864110,"Willie Troy Price Sr. (King of Diamonds, South Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/19f67724-b20f-4b68-b325-41858be392ea/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=19f67724-b20f-4b68-b325-41858be392ea&feed=ZH32N6UM"
561861584,"Jermaine Johnson (2 of Spades, Arizona)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/49fdce73-86cb-4656-9614-4d1ff6f993ff/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=49fdce73-86cb-4656-9614-4d1ff6f993ff&feed=ZH32N6UM"
558713299,"Maggie Long (4 of Spades, Colorado)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/dde4972f-c472-44ce-a682-9e6ca6dfe49b/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=dde4972f-c472-44ce-a682-9e6ca6dfe49b&feed=ZH32N6UM"
557232526,"Catherine Sjoberg (8 of Hearts, Wisconsin)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/6bd61bc3-5aa5-43df-be46-87e7b756307d/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=6bd61bc3-5aa5-43df-be46-87e7b756307d&feed=ZH32N6UM"
555539847,"Donna Ingersoll (10 of Clubs, Minnesota)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/3b5d3500-aa61-49a6-b349-27fa98506e74/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=3b5d3500-aa61-49a6-b349-27fa98506e74&feed=ZH32N6UM"
553716356,"Dale Williams (Jack of Hearts, Colorado)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/84efdb1a-f478-4edb-ae2f-0a52100f3b7a/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=84efdb1a-f478-4edb-ae2f-0a52100f3b7a&feed=ZH32N6UM"
551941677,"Kellie Poppleton (9 of Hearts, California)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/3202ba03-55ae-4eb0-b587-87477ed84b6a/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=3202ba03-55ae-4eb0-b587-87477ed84b6a&feed=ZH32N6UM"
548370692,"Viola Pendergrass (Wild Card, North Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/c3084527-35d6-4860-bf45-9fafd3e73b8a/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=c3084527-35d6-4860-bf45-9fafd3e73b8a&feed=ZH32N6UM"
546671923,"Rachel Hurley (9 of Hearts, Florida)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/a234a5b9-2822-4c76-9ab2-40f4df9a9ca6/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=a234a5b9-2822-4c76-9ab2-40f4df9a9ca6&feed=ZH32N6UM"
544978087,"Joyce "Tina" Gallegos & Gabrielle DiStefano (7 & 3 of Spades, Utah)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/b9eab425-eb37-48e0-9b67-aa0511c4ac1b/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=b9eab425-eb37-48e0-9b67-aa0511c4ac1b&feed=ZH32N6UM"
543098554,"Valincio Hill (Ace of Hearts, Kansas)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/7e0f1e9c-35d5-4e3a-a2b0-2f3cf38a7796/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=7e0f1e9c-35d5-4e3a-a2b0-2f3cf38a7796&feed=ZH32N6UM"
541455808,"Brian Sullivan (3 of Spades, New York)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/01646fb0-6700-44c7-900f-231728370b3d/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=01646fb0-6700-44c7-900f-231728370b3d&feed=ZH32N6UM"
539789070,"Dana Ramm (Jack of Hearts, California)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/32a1d33f-c050-422f-a821-9ed2da0bf30d/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=32a1d33f-c050-422f-a821-9ed2da0bf30d&feed=ZH32N6UM"
538054563,"Roberta Johnson (10 of Diamonds, Florida)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/d2c0112d-5053-4687-aa9e-b411cbff6cae/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=d2c0112d-5053-4687-aa9e-b411cbff6cae&feed=ZH32N6UM"
531835493,"James Winston III (9 of Clubs, Kansas)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/32d60132-49d7-443d-b013-18cb95af8718/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=32d60132-49d7-443d-b013-18cb95af8718&feed=ZH32N6UM"
529850115,"James Rowe, John Spivey & Nancy Spivey (Jack of Spades, Florida)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/a3d6845c-cb30-4496-a38b-7b913c64d4fb/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=a3d6845c-cb30-4496-a38b-7b913c64d4fb&feed=ZH32N6UM"
528273586,"Irving Shuman (5 of Diamonds, Arizona)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/2c7ed1da-17ce-4d5c-b6f4-6972b9efb0ad/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=2c7ed1da-17ce-4d5c-b6f4-6972b9efb0ad&feed=ZH32N6UM"
526351868,"Mary "Frankie" Harvey (Jack of Hearts, Massachusetts)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/1044b7ce-5da7-43ce-8edd-b3422bce0770/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=1044b7ce-5da7-43ce-8edd-b3422bce0770&feed=ZH32N6UM"
524695761,"Jenny Lin (Queen of Hearts, California) Part 2","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/0d23c289-8b9f-47cc-bd25-43dc7dbbb7ad/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=0d23c289-8b9f-47cc-bd25-43dc7dbbb7ad&feed=ZH32N6UM"
524694820,"Jenny Lin (Queen of Hearts, California) Part 1","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/970974d6-2e18-4548-b58b-9af0689033c7/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=970974d6-2e18-4548-b58b-9af0689033c7&feed=ZH32N6UM"
522743975,"Marjorie Sue Fithian (Wild Card, Colorado)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/b6f27237-0992-40a7-ba0d-1783a44b77b4/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=b6f27237-0992-40a7-ba0d-1783a44b77b4&feed=ZH32N6UM"
520981874,"Donna Tattersall (Queens of Spades, Rhode Island)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/df52ba52-d550-45ba-8cd6-2cb467a573a4/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=df52ba52-d550-45ba-8cd6-2cb467a573a4&feed=ZH32N6UM"
519060766,"Rachael Runyan (5 of Clubs, Utah)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/bd5bef0c-0a2b-424f-80a1-148b0745d560/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=bd5bef0c-0a2b-424f-80a1-148b0745d560&feed=ZH32N6UM"
516922130,"Melissa Mason & Nicole Glass (6 of Hearts, Arizona)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/9e4c7b33-c813-42f3-8760-66ebe4fcc845/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=9e4c7b33-c813-42f3-8760-66ebe4fcc845&feed=ZH32N6UM"
514873561,"Darwin Vest (King of Hearts, Idaho)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/088dcf03-b3a1-45d6-a3f3-2da7d2353ee1/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=088dcf03-b3a1-45d6-a3f3-2da7d2353ee1&feed=ZH32N6UM"
512838270,"Anthony Adams (Ace of Hearts, Utah)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/48f70a1a-ab2e-4569-beb6-7361cdf69ee4/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=48f70a1a-ab2e-4569-beb6-7361cdf69ee4&feed=ZH32N6UM"
510830726,"Shannon Michelle Aumock (6 of Clubs, Arizona)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/58833ebd-1e34-483d-bab6-c1670679b0a8/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=58833ebd-1e34-483d-bab6-c1670679b0a8&feed=ZH32N6UM"
508832655,"Nicole Silvers (5 of Diamonds, Colorado)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/8d2740ab-1be2-4d08-b797-1982ba59674e/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=8d2740ab-1be2-4d08-b797-1982ba59674e&feed=ZH32N6UM"
506876693,"Mary Beth "Pixie" Grismore (10 of Spades, Indiana)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/e0f75b1c-8f31-4ed7-a162-7f2959a838cb/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=e0f75b1c-8f31-4ed7-a162-7f2959a838cb&feed=ZH32N6UM"
504812257,"Dorothy Kajpust (4 of Diamonds, Idaho)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/209a6951-3af0-4b5d-8357-20a229ee4126/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=209a6951-3af0-4b5d-8357-20a229ee4126&feed=ZH32N6UM"
502746084,"David Comparetto (King of Hearts, Florida)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/a24fd4ec-a704-4a94-b9f1-341cc6223c10/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=a24fd4ec-a704-4a94-b9f1-341cc6223c10&feed=ZH32N6UM"
500632328,"Kétie Memory Jones (5 of Clubs, North Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/758bbbb2-2675-4209-96fb-aaf26fccc13c/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=758bbbb2-2675-4209-96fb-aaf26fccc13c&feed=ZH32N6UM"
498309810,"Bobby Joe Fritz (5 of Spades, Wisconsin)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/aa99baff-f0d8-4b58-8323-ccc7fbd4fe93/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=aa99baff-f0d8-4b58-8323-ccc7fbd4fe93&feed=ZH32N6UM"
496055779,"Owachige Osceola (8 of Diamonds, Oklahoma)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/4e85aeed-4f6f-4481-8e53-4504848fddac/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=4e85aeed-4f6f-4481-8e53-4504848fddac&feed=ZH32N6UM"
493956004,"Dail Dinwiddie (9 of Diamonds, South Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/8d099d96-c309-4e0e-afd8-01b43d5cfe1b/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=8d099d96-c309-4e0e-afd8-01b43d5cfe1b&feed=ZH32N6UM"
492766815,"BONUS: James "Jim" Foote (7 of Clubs, Florida) featuring Tommy Ray","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/4d819e5a-2ebe-4518-a5d2-6ff55fc439be/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=4d819e5a-2ebe-4518-a5d2-6ff55fc439be&feed=ZH32N6UM"
491813780,"Leah Ulbrich (3 of Clubs, Connecticut)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/14622af6-929d-4cab-8aec-58540dca0c7e/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=14622af6-929d-4cab-8aec-58540dca0c7e&feed=ZH32N6UM"
489727038,"Randall Leach (4 of Hearts, Idaho)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/6c82bbe7-9a6b-4274-a292-ad0a74721ee4/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=6c82bbe7-9a6b-4274-a292-ad0a74721ee4&feed=ZH32N6UM"
487652573,"Cindy Elias (6 of Diamonds, Minnesota)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/5d503694-74b8-48c8-bea6-1613a3bdd59a/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=5d503694-74b8-48c8-bea6-1613a3bdd59a&feed=ZH32N6UM"
485612752,"Shelton Sanders (Wild Card, South Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/eaaaa93c-bec8-496a-ac1f-a96555d62d53/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=eaaaa93c-bec8-496a-ac1f-a96555d62d53&feed=ZH32N6UM"
483420598,"Ann Kline (8 of Hearts, Indiana)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/7e33578e-04ce-4868-9246-a456df2d6f56/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=7e33578e-04ce-4868-9246-a456df2d6f56&feed=ZH32N6UM"
481021055,"Eddie & Frances Cizauskas (3 of Clubs, Wisconsin)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/02551ecb-8a26-4e87-8ae3-b40ffb59ded6/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=02551ecb-8a26-4e87-8ae3-b40ffb59ded6&feed=ZH32N6UM"
478863095,"Natasha Warren (4 of Hearts, South Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/f4cf9104-9f68-4838-8fdc-56ae674870c0/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=f4cf9104-9f68-4838-8fdc-56ae674870c0&feed=ZH32N6UM"
476556479,"Donna Lemon (7 of Spades, Idaho)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/5f96abfb-a883-4417-8e94-0ce821182626/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=5f96abfb-a883-4417-8e94-0ce821182626&feed=ZH32N6UM"
474629145,"LeeAnna Warner (Ace of Hearts, Minnesota)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/0eab5683-930f-4b84-8bc6-6b42f1518b19/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=0eab5683-930f-4b84-8bc6-6b42f1518b19&feed=ZH32N6UM"
472578570,"Kelly Dee Wilson (10 of Spades, Ohio)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/d2ff980c-4e1a-4982-a167-8b3a43d869e8/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=d2ff980c-4e1a-4982-a167-8b3a43d869e8&feed=ZH32N6UM"
470536256,"Rebecca Harvey & Steven Hendricks (Queen of Clubs & 8 of Hearts, Indiana)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/9cee7389-5381-49a0-82d7-15f7f2e315ba/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=9cee7389-5381-49a0-82d7-15f7f2e315ba&feed=ZH32N6UM"
468566576,"Silene Eaddy (3 of Diamonds, South Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/2b78771a-ca3a-4369-9b1b-485938919806/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=2b78771a-ca3a-4369-9b1b-485938919806&feed=ZH32N6UM"
466521975,"Stewart Simmons & Margaret Walden (Ace of Diamonds & Hearts, Colorado)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/c7e72705-03b9-4e93-b469-59f5318ad8b8/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=c7e72705-03b9-4e93-b469-59f5318ad8b8&feed=ZH32N6UM"
465120910,"The Deck Mission Statement","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/fc3c51a9-1426-4c18-a803-aaaea4dbaa5b/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=fc3c51a9-1426-4c18-a803-aaaea4dbaa5b&feed=ZH32N6UM"
